	id	title	text	answer
1111	post_823	MP2.2 ImportError: No module named scipy.stats	When I push to github, I got this error in Livelab. Are we not supposed to use any additional modules?	You need not post the scipy bit to github. You can write the logic for the significance test outside of the main script. This way you're not adding extra dependencies.
1112	post_823	MP2.2 ImportError: No module named scipy.stats	When I push to github, I got this error in Livelab. Are we not supposed to use any additional modules?	how you generated the significance value using scipy.stats need not to be included in the main code. That scipy code is considered a test code. Keep the file significance.txt file and that should be it.
1113	post_827	MP2.2 precision output is 0	Hi! I realized my implementation of  inl2 always output 0 for the below term and the precision is always 0 and not sure why? Thanks!	unless N+1 = c(t,C)+0.5....
1114	post_827	MP2.2 precision output is 0	Hi! I realized my implementation of  inl2 always output 0 for the below term and the precision is always 0 and not sure why? Thanks!	"N - total # of doc
c(t,C) - total terms in Corpus"
1115	post_827	MP2.2 precision output is 0	Hi! I realized my implementation of  inl2 always output 0 for the below term and the precision is always 0 and not sure why? Thanks!	It should not also be zero. Did you choose the correct value for N and C(t, C)？
1119	post_837	for mp2.2, can c value be floating point?	as title. is it c [0, +inf)	Yes, it can be a floating point
1120	post_837	for mp2.2, can c value be floating point?	as title. is it c [0, +inf)	Yes, you should be able to pick a floating number. Don't worry about this too much.
1121	post_837	for mp2.2, can c value be floating point?	as title. is it c [0, +inf)	C is the given parameter, so no need to tweak this number. But according to the defination of the model and the class, c is [0, inf)
1122	post_837	for mp2.2, can c value be floating point?	as title. is it c [0, +inf)	"I think so. However you dont need to worry about c.
c is some_param."
1123	post_837	for mp2.2, can c value be floating point?	as title. is it c [0, +inf)	"Yes It can be.. Try it out.. you will actually get a maximum value with a floating point of ""c"" or self.param in the case of the constructor."
1124	post_841	Getting Blank Quizzes	"Can we please get the blank quizzes to be able to review/study for the midterms? That would be much appreciated.
Thanks!"	Screenshots is a good idea.
1125	post_841	Getting Blank Quizzes	"Can we please get the blank quizzes to be able to review/study for the midterms? That would be much appreciated.
Thanks!"	Taking screenshots before submitting the quiz is a good option.
1126	post_841	Getting Blank Quizzes	"Can we please get the blank quizzes to be able to review/study for the midterms? That would be much appreciated.
Thanks!"	I think you can only do it by doing screenshot before submussion or copy the questions over
1127	post_841	Getting Blank Quizzes	"Can we please get the blank quizzes to be able to review/study for the midterms? That would be much appreciated.
Thanks!"	You may take pics for the next time. Seem like this is the only way
1128	post_843	avg_p = ev.avg_p(results, query_start + query_num, top_k)	"Could anyone explain a little bit on ""query_start + query_num""?
What does it do here? Just for counting?
Thanks for any sharings."	The labels are descriptive - i.e., 'query_start' is where the query starts the process and it proceeds until 'query_num' is reached.
1129	post_843	avg_p = ev.avg_p(results, query_start + query_num, top_k)	"Could anyone explain a little bit on ""query_start + query_num""?
What does it do here? Just for counting?
Thanks for any sharings."	The query_start is just the position where the program starts to evaluate the score. The query num is the length of content it should evaluate. In MP2.2, I don't think we have to be worried about these two variables too much (just leave them).
1130	post_843	avg_p = ev.avg_p(results, query_start + query_num, top_k)	"Could anyone explain a little bit on ""query_start + query_num""?
What does it do here? Just for counting?
Thanks for any sharings."	Seems like something which can be used in case we want to consider only selective queries from the query_file (going by enumerate) - in our case, I think we are considering all of the queries. query_num could be a selector, while query_start is just to position it relatively.
1131	post_847	Quiz 4 Penalty Before Hard Deadline	"Hello! I did not take Quiz 4 until shortly after the deadline last night/early this morning.
Based on my understanding of the course policies and #219, I believe that until the hard deadline in Week 7 we should still receive full credit for the quiz; however Coursera is showing a 100% penalty on the score.
I did not see this penalty on a previous quiz I took after the recommended deadline. Did I misunderstand the policy or will this not be reflected in Coursera's gradebook for Quiz 4?"	This zero credit after the soft due-date issue has been discussed here #679 and #801 as well, for example...
1132	post_847	Quiz 4 Penalty Before Hard Deadline	"Hello! I did not take Quiz 4 until shortly after the deadline last night/early this morning.
Based on my understanding of the course policies and #219, I believe that until the hard deadline in Week 7 we should still receive full credit for the quiz; however Coursera is showing a 100% penalty on the score.
I did not see this penalty on a previous quiz I took after the recommended deadline. Did I misunderstand the policy or will this not be reflected in Coursera's gradebook for Quiz 4?"	"Few other students experienced the same issue. As per the course policy quizzes Week1-7 need to be completed by Week7 for full credit. So your understanding is correct.
You should receive full credit for the quiz.
You can raise this issue in a private post to the Instructors and TAs. They should be able to fix the grade for you."
1133	post_847	Quiz 4 Penalty Before Hard Deadline	"Hello! I did not take Quiz 4 until shortly after the deadline last night/early this morning.
Based on my understanding of the course policies and #219, I believe that until the hard deadline in Week 7 we should still receive full credit for the quiz; however Coursera is showing a 100% penalty on the score.
I did not see this penalty on a previous quiz I took after the recommended deadline. Did I misunderstand the policy or will this not be reflected in Coursera's gradebook for Quiz 4?"	We have 12 times quizzes. And the first top 10 will be used also. Lost one time, but you still can get 100%
1134	post_848	Course Project Topics Details	"Hi,
I'm wondering when topics for Course Project will be available for us to pick from?"	This is now live #911
1135	post_848	Course Project Topics Details	"Hi,
I'm wondering when topics for Course Project will be available for us to pick from?"	"In week1 course project overview it states ""Students will be able to choose their own topic or select a topic from a list of suggested topics which we will provide by Week 4.""  We've just passed week4 so I guess it will be released soon."
1136	post_848	Course Project Topics Details	"Hi,
I'm wondering when topics for Course Project will be available for us to pick from?"	This has been discussed before #151 and #633
1137	post_849	MP 2.3 Setup	Is there anyway to recover password for sign up for mp 2.3? In trying to signup, I don't think Safari saved my password and it says an account already exists with my email.	There is no reset password option - but if you tell me your email that you used to sign up, I can manually delete the account so you can re-sign up.  What is the email? Sorry for the inconvenience!
1138	post_849	MP 2.3 Setup	Is there anyway to recover password for sign up for mp 2.3? In trying to signup, I don't think Safari saved my password and it says an account already exists with my email.	"Seems there is no forgot password link.
Maybe send a private post to the Instructors and TAs and they either reset the  password or delete the email for you to sign up again?"
1139	post_849	MP 2.3 Setup	Is there anyway to recover password for sign up for mp 2.3? In trying to signup, I don't think Safari saved my password and it says an account already exists with my email.	Is there no recover password option?
1140	post_852	MP2.3 - Submit button is not working	"After I judge the documents for my query as relevant or not relevant, it will not let me press submit. The button doesn't seem to do anything.
The instructions show a Submit Successful screen I should see.
edit: It was due to formatting - I had a hyphen in my query."	This is related to the browser that you are using. You should be using Chrome for Windows and for Mac you have to use Safari.
1141	post_852	MP2.3 - Submit button is not working	"After I judge the documents for my query as relevant or not relevant, it will not let me press submit. The button doesn't seem to do anything.
The instructions show a Submit Successful screen I should see.
edit: It was due to formatting - I had a hyphen in my query."	"Are you using windows or Mac?
Mac - safari
Windows- Chrome"
1142	post_852	MP2.3 - Submit button is not working	"After I judge the documents for my query as relevant or not relevant, it will not let me press submit. The button doesn't seem to do anything.
The instructions show a Submit Successful screen I should see.
edit: It was due to formatting - I had a hyphen in my query."	"Can it be session time out thing?
You should be able to repeat the exercise though by refreshing the link."
1143	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"I like this source:
https://www.py4e.com/
It is very detailed and has loads of examples"
1145	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"This isn't directly an answer to your question, but... in terms of Python IDEs, the best I've seen are PyCharm (basically just IntelliJ specialized to Python) or Visual Studio (not VSCode). I believe Visual Studio's Python support is relatively recent. They both help smooth out the 'Linux' feel some Python IDEs have.
Might be helpful for someone new to Python."
1146	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	CodeAcademy is really great, I've used it to learn/strengthen skills for quite a few languages. Also https://codingbat.com/python is less tutorial based and more just practice problems.
1147	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"This should help as well:
https://developers.google.com/edu/python/
https://www.learnpython.org/"
1148	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"I learned a lot from the book Dive Into Python 3, by Mark Pilgrim, who's also known for porting the chardet library from C.
https://diveintopython3.net/
It covers a lot of the interesting features of the language and moves fast. The example features covered in the book are relevant to this course as well: regular expressions, iterators, closures, generators, XML, HTTP web services..."
1149	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"You can try the below links:
https://www.hackerrank.com/domains/python
https://www.w3schools.com/python/default.asp"
1150	post_854	Python practice exercises	"Can anyone recommend a good site/app for Python coding practice exercises (intermediate level)?
Thanks in advance."	"The following may help you.
https://www.w3schools.com/python/
Python Exercises, Practice, Solution
How to Learn Python (Step-by-Step) in 2021"
1155	post_860	MP3 formula	"I'm trying to understand the E-step that needs to be implemented in MP3.
Given that:
""The original PLSA model does not contain a background model. This MP also is based on the original PLSA model, you do not have to worry about the background model.""
Is it safe to assume that the formula here is the top one presented on this slide?
Thanks for your time"	"Hi,
Yes, you basically need to implement the first formula for the E-step."
1156	post_862	MP2.2 Success on LiveData on time but graded late on Coursera	"I recently found out that my MP2.2 submission was not graded on Coursera while I finished it on time (9/19) assuming that it would be graded automatically.
Unfortunately, it did not happen that I figured out that I had to click the ""Open Tool"" to navigate to LiveDataLab to sync my submission/grade with Coursera. So, I made a new commit then got it graded but Coursera says 50% late penalty is applied (9/21, today).
This is a bit frustrating but I only wonder how would the grade be in this case?"	"Once you got a score = 1 in livelab, before deadline, it should be fine for you. Send a msg to TA.
I think the professor will not use the final data from Coursera."
1157	post_862	MP2.2 Success on LiveData on time but graded late on Coursera	"I recently found out that my MP2.2 submission was not graded on Coursera while I finished it on time (9/19) assuming that it would be graded automatically.
Unfortunately, it did not happen that I figured out that I had to click the ""Open Tool"" to navigate to LiveDataLab to sync my submission/grade with Coursera. So, I made a new commit then got it graded but Coursera says 50% late penalty is applied (9/21, today).
This is a bit frustrating but I only wonder how would the grade be in this case?"	"Since you have your successful commit by the due date with score 1 at leaderboard, see if you can send a private post to the Instructors and TAs explaining your situation.
They can help you to get back your 100% credit."
1158	post_863	LiveDataLab makes me re-sign in every time I view MP2.4 leaderboard	"LiveDataLab has always randomly made me re-sign in out of no where, but today I can't even get to the MP2.4 leaderboard because every time I click leaderboard from the project, it goes back to the sign in screeen.
I got to the MP2.4 leaderboard last week, and I can get to other projects' leaderboards.
Is anyone else having the same issue?"	I still can't get my MP scores on Coursera - LiveDataLab has everything. I followed all the suggested instructions.
1159	post_863	LiveDataLab makes me re-sign in every time I view MP2.4 leaderboard	"LiveDataLab has always randomly made me re-sign in out of no where, but today I can't even get to the MP2.4 leaderboard because every time I click leaderboard from the project, it goes back to the sign in screeen.
I got to the MP2.4 leaderboard last week, and I can get to other projects' leaderboards.
Is anyone else having the same issue?"	Try with another browser and another machine , are you still getting the problem ?
1160	post_863	LiveDataLab makes me re-sign in every time I view MP2.4 leaderboard	"LiveDataLab has always randomly made me re-sign in out of no where, but today I can't even get to the MP2.4 leaderboard because every time I click leaderboard from the project, it goes back to the sign in screeen.
I got to the MP2.4 leaderboard last week, and I can get to other projects' leaderboards.
Is anyone else having the same issue?"	"Followed your steps and was able to see the MP2.4 leaderboard without any re-sign or any redirection.
Maybe delete browser cookies and/or close browser (sessions/tabs/windows) and try again ?"
1161	post_864	What to do in MP 2.3	Do I need to create a git repo like I did for other MPs for MP2.3? Will following the instructions in the PDF give me full credit?	No need to create a git repo. The instructions are clear on what needs to be done. Select (and sign up for the use of) search terms, determine which and how many of the documents are relevant, and submit your response.
1162	post_864	What to do in MP 2.3	Do I need to create a git repo like I did for other MPs for MP2.3? Will following the instructions in the PDF give me full credit?	No git repo. Yes for pdf. Easiest MP probably.
1163	post_864	What to do in MP 2.3	Do I need to create a git repo like I did for other MPs for MP2.3? Will following the instructions in the PDF give me full credit?	Yep, follow the instructions in the PDF and make sure you choose your query in the excel file.
1164	post_864	What to do in MP 2.3	Do I need to create a git repo like I did for other MPs for MP2.3? Will following the instructions in the PDF give me full credit?	"MP 2.3 objective is to mark 20 documents returned by the query as relevant or not relevant.
MP2.3 instructions provide step by step on the login and running your query.
do not forget to mention about query selected by you in the sign up sheet."
1165	post_864	What to do in MP 2.3	Do I need to create a git repo like I did for other MPs for MP2.3? Will following the instructions in the PDF give me full credit?	Also, a follow up: do we type the query we signed up for in the excel sheet?
1166	post_865	No of question in midterm exam?	Does anyone know what will be the pattern for midterm exam? Like how many questions etc	In addition to what others have said: you can have two scratch sheets of blank paper, but no notes. The exam is proctored.
1167	post_865	No of question in midterm exam?	Does anyone know what will be the pattern for midterm exam? Like how many questions etc	It seems like the exams are proctored by ProctorU with the questions similar to the quizzes
1168	post_865	No of question in midterm exam?	Does anyone know what will be the pattern for midterm exam? Like how many questions etc	20 questions same format as quizzes
1169	post_865	No of question in midterm exam?	Does anyone know what will be the pattern for midterm exam? Like how many questions etc	not sure of how many questions but the pattern will be similar to the sample quiz and weekly quiz.
1170	post_866	MP2.3 Relevance Rubric?	"I followed the guidelines and got 20 texts under ""text mining"". However, I carefully read through the texts and find out that they are all faculty pages. I don't think faculty information page  including the word text mining answers any question related to text mining. Thus, I marked them not relevant. Is that ok?"	I think it depends on your personaly judegment. It can involve keyword and symmantic meaning or anything underlying the text
1171	post_866	MP2.3 Relevance Rubric?	"I followed the guidelines and got 20 texts under ""text mining"". However, I carefully read through the texts and find out that they are all faculty pages. I don't think faculty information page  including the word text mining answers any question related to text mining. Thus, I marked them not relevant. Is that ok?"	It's your choice - you decide what is relevant for your search terms although there is a ground truth. Perhaps this exercise is similar to the use of Captcha to label items in pictures
1173	post_867	Confirming credit for MP2.3	"I completed MP2.3 and wanted to confirm that I should not see any ""instant"" grading/credit in Coursera like we did with the previous MPs?
If not, will credit show up in Coursera before the MP deadline?"	^ agreed. also got an instant grade! would suggest checking with TAs and the professor
1174	post_867	Confirming credit for MP2.3	"I completed MP2.3 and wanted to confirm that I should not see any ""instant"" grading/credit in Coursera like we did with the previous MPs?
If not, will credit show up in Coursera before the MP deadline?"	"For MP2.3 I got the grade instant.
You can check the Grades section if you have received grade or not (not sure if you have already checked that).
The actual submission page wont show any grade for MP2.3.
If the Grades. section shows you haven't received your grade, while waiting also make a private post to the Instructors and TAs and let them know about that.  They might be able to help you."
1177	post_871	KL Model Clarification	"Hi,
I'm a little bit confused by the difference between the query likelihood model and the KL model. c(w, q) is counting the word in the query that matches the words in the document, whereas, the 
p(w| \^{\theta_q})
p(w∣
θ
q
ˆ
)
 is the probability of the words match in the query?
Can someone please clarify this for me?
Thank you!"	The two are comparable, except the c value measures the occurrence frequency of a given word whereas the p value measures its probability
1178	post_871	KL Model Clarification	"Hi,
I'm a little bit confused by the difference between the query likelihood model and the KL model. c(w, q) is counting the word in the query that matches the words in the document, whereas, the 
p(w| \^{\theta_q})
p(w∣
θ
q
ˆ
)
 is the probability of the words match in the query?
Can someone please clarify this for me?
Thank you!"	"You can have a look at appendix C.3 of the book. A simple Query Model 
p(w|\hat{\theta}_Q)=\frac{c(w, q)}{|q|}
p(w∣
θ
^
Q
)=
∣q∣
c(w,q)
. So a simple Query Model could be similar to 
c(w, q)
c(w,q)
. But when it becomes a probability distribution, we can do something interesting with it. There are more explanations in appendix C.x that you can have a look."
1179	post_872	Unable to download PDF format of lecture slides for Lesson 5.7 and 5.8.	"Unable to download PDF format of lecture slides for 
Lessons 5.7 and 5.8. Is everyone having this problem? Is there any other link from which I can download 5.7,5.8 lecture slides?"	"The pdf for Lesson 5.6 has the slides for Lessons 5.6, 5.7, and 5.8.
Lesson 5.7 begins from slide 6 and
Lesson 5.8 begins from slide 9"
1180	post_872	Unable to download PDF format of lecture slides for Lesson 5.7 and 5.8.	"Unable to download PDF format of lecture slides for 
Lessons 5.7 and 5.8. Is everyone having this problem? Is there any other link from which I can download 5.7,5.8 lecture slides?"	The slides downloaded from 5.6 already includes the content of 5.7 and 5.8.
1181	post_874	Quiz Review	"Is there a way to review the selected correct answers in the past real(non-practice) quiz to review for the exams? (Currently it only shows Correct/Incorrect for me without showing the selected answer)
Thank you in advance"	It seems like screenshots are the way to go for now
1182	post_874	Quiz Review	"Is there a way to review the selected correct answers in the past real(non-practice) quiz to review for the exams? (Currently it only shows Correct/Incorrect for me without showing the selected answer)
Thank you in advance"	In the future, you could take screen shots of the questions with the answers before submitting the quiz and refer them.
1183	post_874	Quiz Review	"Is there a way to review the selected correct answers in the past real(non-practice) quiz to review for the exams? (Currently it only shows Correct/Incorrect for me without showing the selected answer)
Thank you in advance"	"For some reason they aren't allowing this. Also discussed in #841
One idea that came out in that post is to take a screenshot before submission for future reference. During office hours we can request Instructors/TAs to let the students able to see their quiz responses in Quiz feedback for Graded quizzes (just like practice quizzes).
Unlike the graded quiz, Practice quiz questions and answers are always  available for review."
1184	post_877	MP2.4 Task	"What exactly are we supposed to do in MP2.4 to get the baseline grade?
The readme makes little sense to me. Are we supposed to just do MP2.2 again? Idk what is needed to get the baseline score."	"You have to modify load_ranker function and select any ranker with appropriate parameter so as to ensure that your ranker performs most efficiently. The ranker that performs as per baseline will get 100%. In a way it is similar to 2.2 but additionally you have to ensure that you meet the baseline at least to get 100%.
The ranker that performs best as per leaderboard gets 5 points extra credit. Top 50 students get extra credit as per the following formula:
max(0, 5-(Rank-1)/10)"
1185	post_877	MP2.4 Task	"What exactly are we supposed to do in MP2.4 to get the baseline grade?
The readme makes little sense to me. Are we supposed to just do MP2.2 again? Idk what is needed to get the baseline score."	"All the scores shown in the livedatalab should be above a threshold value. That will give you 100%.
Anything above that will increase your ranking and will get you extra credit."
1186	post_877	MP2.4 Task	"What exactly are we supposed to do in MP2.4 to get the baseline grade?
The readme makes little sense to me. Are we supposed to just do MP2.2 again? Idk what is needed to get the baseline score."	"Few more discussions in these two threads
#856
#483"
1187	post_882	Cant login into MP2.3	"Even though I'm entering the correct id and password,it says invalid username or password.
I asked to delete my account and recreated.Still the same error.
I cleared cache,cookies ,restarted system,tried chrome,edge,firefox .
None worked.
All say the same.
If I try with my gmail id and password,I'm able to log in."	Update:Its working now.
1188	post_884	Credit for MP 2.4	"I completed MP 2.4 and got a score of 1 i.e. 100% in coursera.
But as my ranking in the leaderboard was low, I kept on trying various values.
Now my ranking is high but the baseline score has become 0.
I still see 100% credit in coursera. Does that mean I will get full credit?"	"You will likely not be considered for the extra credit calculation though, so be mindful of that if you're trying to get in the top 50 with a score of ""1""."
1189	post_884	Credit for MP 2.4	"I completed MP 2.4 and got a score of 1 i.e. 100% in coursera.
But as my ranking in the leaderboard was low, I kept on trying various values.
Now my ranking is high but the baseline score has become 0.
I still see 100% credit in coursera. Does that mean I will get full credit?"	"Yes, you have full credit.
im not sure if its the same for this class, but Coursera takes in the highest score from all the submissions."
1190	post_884	Credit for MP 2.4	"I completed MP 2.4 and got a score of 1 i.e. 100% in coursera.
But as my ranking in the leaderboard was low, I kept on trying various values.
Now my ranking is high but the baseline score has become 0.
I still see 100% credit in coursera. Does that mean I will get full credit?"	100% means full credit.
1191	post_884	Credit for MP 2.4	"I completed MP 2.4 and got a score of 1 i.e. 100% in coursera.
But as my ranking in the leaderboard was low, I kept on trying various values.
Now my ranking is high but the baseline score has become 0.
I still see 100% credit in coursera. Does that mean I will get full credit?"	"If your coursera grade section shows 100% you already got the credit.
For extra credit which I think they will calculate and end of hard deadline, only the top 50 ranked candidate with 1 as score will be eligible for the extra credit.
So for extra credit success 1 along with top 50, both are required."
1192	post_886	Regarding Rank for MP 2.4	"How is the rank calculated for MP 2.4 ? From the ranking, looks like it is based on first column (NDCG@10 on APNews).
Should the rank be based on Overall Score ?
Rank in the leader board is  based on NDCG@10 of APNews and not on overall score. This doesn't seems correct."	Agree,. This doesn't appears as true ranking system as it should be based on overall score and success attempts only. The current view appears to be based only on APNews Score. I already sent a private post to the Instructors and TAs letting them know about this. I can update here once I get a response from them.
1193	post_886	Regarding Rank for MP 2.4	"How is the rank calculated for MP 2.4 ? From the ranking, looks like it is based on first column (NDCG@10 on APNews).
Should the rank be based on Overall Score ?
Rank in the leader board is  based on NDCG@10 of APNews and not on overall score. This doesn't seems correct."	"The rank is based on the overall score, but it uses a percentage of each document:
10% = APNews
30% = Cranfield
60% = Faculty
Each NDCG@10."
1194	post_886	Regarding Rank for MP 2.4	"How is the rank calculated for MP 2.4 ? From the ranking, looks like it is based on first column (NDCG@10 on APNews).
Should the rank be based on Overall Score ?
Rank in the leader board is  based on NDCG@10 of APNews and not on overall score. This doesn't seems correct."	Please refer to bottom of this page - https://github.com/CS410Assignments/MP2.4
1196	post_886	Regarding Rank for MP 2.4	"How is the rank calculated for MP 2.4 ? From the ranking, looks like it is based on first column (NDCG@10 on APNews).
Should the rank be based on Overall Score ?
Rank in the leader board is  based on NDCG@10 of APNews and not on overall score. This doesn't seems correct."	There is another question. I guess it loosely talks about this point - #884
1200	post_893	Where can I find the recordings of Office hours?	"Hi
Where can I find the recordings of Office hours?
Thanks"	"You can find all the links here
https://www.coursera.org/learn/cs-410/supplement/B6GP3/office-hours"
1201	post_893	Where can I find the recordings of Office hours?	"Hi
Where can I find the recordings of Office hours?
Thanks"	"You can find the office hours recordings in both the below links:
https://www.coursera.org/learn/cs410/supplement/B6GP3/office-hours
https://www.coursera.org/learn/cs410/resources/nOxcB"
1202	post_894	General questions about Exam1	"Good morning!
Hope you guys doing well! I am preparing for the coming exam, will this be an open book exam? Any suggestions on the content reviewing? I also have a question about this formula rewriting. How do we get the final formula? See highlighted in red."	"Regarding Exam1, You might find these post helpful as well
#722
#457
#865"
1204	post_894	General questions about Exam1	"Good morning!
Hope you guys doing well! I am preparing for the coming exam, will this be an open book exam? Any suggestions on the content reviewing? I also have a question about this formula rewriting. How do we get the final formula? See highlighted in red."	"The exam, I believe, is closed book. See discussion here #490.
The last line on that screen shot has the entire formula"
1205	post_897	MP2.3 excel sheet protected	"Hi, I was wondering how do I add the count for my query. Currently, the column is set to be protected (will it be automatically updated once I submitted my assignment?)
Thank you in advance"	"The count is calculated for you. If you add your query in that sheet you should see the count being displayed by the excel automatically (count: how many times the query has been used by other students).
If you still dont see the count, after adding your query just click on any random cell and then look at the count and it should display."
1206	post_897	MP2.3 excel sheet protected	"Hi, I was wondering how do I add the count for my query. Currently, the column is set to be protected (will it be automatically updated once I submitted my assignment?)
Thank you in advance"	"There is no need to calculate yourself. You just need to input your query selection and the count will be auto updated.
The execl will not be updated after your submission, and you have to do that mannually"
1207	post_897	MP2.3 excel sheet protected	"Hi, I was wondering how do I add the count for my query. Currently, the column is set to be protected (will it be automatically updated once I submitted my assignment?)
Thank you in advance"	No need to worry about this count. It's automatically updated after each access by someone
1208	post_897	MP2.3 excel sheet protected	"Hi, I was wondering how do I add the count for my query. Currently, the column is set to be protected (will it be automatically updated once I submitted my assignment?)
Thank you in advance"	I do not believe you have to add the relevant counts for your query to the excel sheet. Column C in the excel sheet is to track the number of times queries used (max ~10 students may use the same query).
1209	post_901	When will exam 1 signups become available?	I know based on #401 there is to be an announcement about when we can start signing up for the exam. Do we know roughly when that will be? I want to make sure I haven't missed the announcement.	As per #56, it'll be in early October
1210	post_901	When will exam 1 signups become available?	I know based on #401 there is to be an announcement about when we can start signing up for the exam. Do we know roughly when that will be? I want to make sure I haven't missed the announcement.	"I already registered 15 days back. it is available for registration for a long time now.
I am confused now - is this not the exam (copied from the confirmation mail I got from ProctorU):
CS 410 Exam 1 FA21
Assma Boughoula, Chengxiang Zhai
University of Illinois at Urbana-Champaign"
1211	post_901	When will exam 1 signups become available?	I know based on #401 there is to be an announcement about when we can start signing up for the exam. Do we know roughly when that will be? I want to make sure I haven't missed the announcement.	I checked ProctorU today. The CS410 exam was available for registration.
1212	post_901	When will exam 1 signups become available?	I know based on #401 there is to be an announcement about when we can start signing up for the exam. Do we know roughly when that will be? I want to make sure I haven't missed the announcement.	Few days back I sent a private post to Instructors and TAs asking same question and it is yet to be answered. I guess they are still working on it. From previous semesters students I heard they also provide Exam guide. So I am curious about that too. And asked for that as well.
1213	post_901	When will exam 1 signups become available?	I know based on #401 there is to be an announcement about when we can start signing up for the exam. Do we know roughly when that will be? I want to make sure I haven't missed the announcement.	I believe its 2 weeks prior to the exam week
1218	post_905	MP2.4 Lambda parameter for JelinekMercer	"How to change the lamda parameter for JelinekMercer ranker? I keep getting syntax error if I directly add
metapy.index.JelinekMercer(lambda=0.75) and try to return it from the load_ranker function."	"""Lambda Function, also referred to as 'Anonymous function' is same as a regular python function but can be defined without a name. While normal functions are defined using the def keyword, anonymous functions are defined using the lambda keyword."" I guess there is no such thing as  ""mu function"" in Python."
1219	post_905	MP2.4 Lambda parameter for JelinekMercer	"How to change the lamda parameter for JelinekMercer ranker? I keep getting syntax error if I directly add
metapy.index.JelinekMercer(lambda=0.75) and try to return it from the load_ranker function."	"Try using metapy.index.JelinekMercer(0.75). ""lambda"" is a function in python and hence the syntax error."
1220	post_905	MP2.4 Lambda parameter for JelinekMercer	"How to change the lamda parameter for JelinekMercer ranker? I keep getting syntax error if I directly add
metapy.index.JelinekMercer(lambda=0.75) and try to return it from the load_ranker function."	lamda is a key word for a kind of function also called an anonymous function
1221	post_905	MP2.4 Lambda parameter for JelinekMercer	"How to change the lamda parameter for JelinekMercer ranker? I keep getting syntax error if I directly add
metapy.index.JelinekMercer(lambda=0.75) and try to return it from the load_ranker function."	"Just pass the value, like mentioned below.
metapy.index.JelinekMercer(0.75)"
1222	post_910	Exam 1 - cheat sheet allowed?	"Will we be allowed a notes ""cheat"" sheet during exam 1 so we don't have to memorize formulas, etc?"	"Nothing allowed except two blank sheet of paper and pen.
The ProctorU official exam policies for this course are outlined here:
https://www.coursera.org/learn/cs-410/supplement/Q468O/exam-policies-and-technical-support"
1223	post_910	Exam 1 - cheat sheet allowed?	"Will we be allowed a notes ""cheat"" sheet during exam 1 so we don't have to memorize formulas, etc?"	"This topic was discussed before. Please check #26  #490 #894 #713
It seems like it's closed books/notes/everything, except for a couple of blank pages (scratch paper)"
1224	post_910	Exam 1 - cheat sheet allowed?	"Will we be allowed a notes ""cheat"" sheet during exam 1 so we don't have to memorize formulas, etc?"	It's closed : (
1225	post_913	mp2.3 grading	"marking doc as relevant or not...
how is this graded?"	It's completely your choice - you need to decide whether a document is relevant or not based on the keywords. I.e., there is no incorrect answer for this assignment. Once you mark each of the documents that you are given as relevant or not, you're done and will receive 100% points for this assignment.
1226	post_913	mp2.3 grading	"marking doc as relevant or not...
how is this graded?"	You just need to do it based on your judgement and the marks will be granted
1227	post_913	mp2.3 grading	"marking doc as relevant or not...
how is this graded?"	This exercise is for providing relevance feedback on the search system and so that it can improve it further. This can only be done manually. So as long as you can able to categorize them, you should get full marks
1228	post_913	mp2.3 grading	"marking doc as relevant or not...
how is this graded?"	"You have to mark all the listed doc either relevant or not relevant. It is based on your judgement which one you want to mark relevant and which one not.
Once you mark all the listed document and submit, it is then considered you completed the assignment and get full credit (100%).  That's it."
1229	post_913	mp2.3 grading	"marking doc as relevant or not...
how is this graded?"	I think as long as you finish the marking and submit your result you will get full credit.
1230	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	It is to help you understand the parameter ranges for BM25. For example the k parameter for BM25 has a range from 1 to infinity...
1231	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	"There has to be some logic to this parameter ""tweaking"""
1232	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	"Is it just a hit or miss while randomly changing the parameter...
No! Parameter tuning is not about randomly selecting parameters. You should explore the parameter space in a more sophisticated manner, e.g., formulate an optimization problem or perform a brute-force or Monte Carlo search. Also, you are free to implement any ranking function on your own or use the (combination of) built-in ones in metapy."
1233	post_923	MP2.4 learning?	What exactly is the learning from MP2.4? Is it just a hit or miss while randomly changing the parameter or is there a way to think about this problem?	I think a script to obtain optimal results in my data sets will be better.
